,,price_in_cents,price_in_cents,price_in_cents,travel_ts,travel_ts,travel_ts
,,min,mean,max,min,mean,max
o_city,d_city,,,,,,
485,424,3790,6035.833333333333,11570,0 days 07:30:00.000000000,0 days 18:08:15.000000000,1 days 12:50:00.000000000
485,428,1450,2558.3333333333335,3800,0 days 02:40:00.000000000,0 days 07:04:10.000000000,0 days 13:45:00.000000000
485,453,1790,3735.858064516129,14400,0 days 06:10:00.000000000,0 days 11:24:25.316129032,1 days 12:55:00.000000000
485,467,3790,18991.48148148148,33300,0 days 04:02:00.000000000,0 days 08:25:51.111111111,0 days 18:35:00.000000000
485,504,1600,2995.2631578947367,7150,0 days 01:59:00.000000000,0 days 04:48:05.263157894,0 days 17:45:00.000000000
485,528,2680,4867.419354838709,9310,0 days 04:50:00.000000000,0 days 06:59:11.612903225,0 days 10:00:00.000000000
485,534,2590,4086.0,5410,0 days 03:50:00.000000000,0 days 07:57:00.000000000,0 days 13:20:00.000000000
485,538,7490,9050.0,10710,0 days 13:09:00.000000000,0 days 17:49:30.000000000,1 days 02:09:00.000000000
485,542,1100,2340.6666666666665,3490,0 days 03:00:00.000000000,0 days 07:16:20.000000000,1 days 18:20:00.000000000
485,560,1800,2200.0,3000,0 days 04:00:00.000000000,0 days 10:22:00.000000000,0 days 15:55:00.000000000
485,562,3000,5571.25,12240,0 days 06:30:00.000000000,0 days 11:38:37.500000000,1 days 10:30:00.000000000
485,580,1700,3322.3333333333335,4400,0 days 04:20:00.000000000,0 days 07:15:30.000000000,1 days 03:45:00.000000000
485,585,1600,3550.9523809523807,6150,0 days 01:55:00.000000000,0 days 03:27:22.857142857,0 days 06:05:00.000000000
485,628,1550,4540.981266726138,16150,0 days 02:09:00.000000000,0 days 06:04:31.917930419,1 days 17:33:00.000000000
485,630,2690,3385.0,3880,0 days 10:25:00.000000000,0 days 14:02:00.000000000,0 days 20:45:00.000000000
485,635,2350,4222.5,5900,0 days 07:30:00.000000000,0 days 09:47:30.000000000,0 days 11:15:00.000000000
485,705,4890,4890.0,4890,0 days 19:50:00.000000000,0 days 20:17:30.000000000,0 days 20:45:00.000000000
485,709,2400,3997.777777777778,4680,0 days 16:45:00.000000000,0 days 21:21:40.000000000,1 days 06:40:00.000000000
485,814,3380,8714.285714285714,15800,0 days 05:31:00.000000000,0 days 17:15:21.428571428,1 days 08:31:00.000000000
485,825,3400,5525.0,7700,0 days 07:05:00.000000000,0 days 08:55:00.000000000,0 days 11:25:00.000000000
485,840,1990,4314.166666666667,6190,0 days 05:20:00.000000000,0 days 07:42:05.000000000,0 days 13:50:00.000000000
485,845,2000,3815.689655172414,4750,0 days 05:10:00.000000000,0 days 06:24:03.103448275,1 days 00:50:00.000000000
485,857,2100,3235.3846153846152,7020,0 days 03:30:00.000000000,0 days 06:01:41.538461538,1 days 01:20:00.000000000
485,868,6750,6925.0,7100,0 days 08:40:00.000000000,0 days 09:15:00.000000000,0 days 09:50:00.000000000
485,940,3000,3350.0,3700,0 days 04:30:00.000000000,0 days 04:40:00.000000000,0 days 04:50:00.000000000
485,1061,2990,7531.470588235294,16450,0 days 06:30:00.000000000,0 days 10:49:07.058823529,1 days 03:20:00.000000000
485,1088,1390,1897.5,2400,0 days 03:30:00.000000000,0 days 08:32:30.000000000,0 days 16:40:00.000000000
485,1918,12890,12890.0,12890,1 days 07:00:00.000000000,1 days 07:00:00.000000000,1 days 07:00:00.000000000
485,2023,8842,10457.5,11977,0 days 19:40:00.000000000,1 days 00:26:15.000000000,1 days 10:45:00.000000000
485,2621,7650,7650.0,7650,0 days 11:20:00.000000000,0 days 11:20:00.000000000,0 days 11:20:00.000000000
485,5121,2300,3390.5128205128203,4240,0 days 04:10:00.000000000,0 days 08:15:23.076923076,0 days 19:00:00.000000000
485,5448,700,1370.0,2400,0 days 01:00:00.000000000,0 days 05:45:00.000000000,0 days 23:20:00.000000000
485,5745,300,868.8372093023256,910,0 days 00:40:00.000000000,0 days 00:58:55.813953488,0 days 01:13:00.000000000
485,5866,400,655.2631578947369,2150,0 days 00:50:00.000000000,0 days 01:14:12.631578947,0 days 03:00:00.000000000
485,7507,8900,8900.0,8900,0 days 20:45:00.000000000,0 days 20:45:00.000000000,0 days 20:45:00.000000000
485,9262,600,600.0,600,0 days 01:00:00.000000000,0 days 01:05:00.000000000,0 days 01:10:00.000000000
485,9387,8850,11280.0,12090,0 days 11:50:00.000000000,0 days 20:12:30.000000000,0 days 23:00:00.000000000
488,1061,3500,5008.421052631579,6690,0 days 07:30:00.000000000,0 days 16:08:25.263157894,1 days 15:25:00.000000000
504,6,1200,4638.75,7600,0 days 06:29:00.000000000,0 days 08:41:52.500000000,0 days 12:30:00.000000000
504,21,3600,9524.666666666666,15520,0 days 07:29:00.000000000,0 days 14:57:16.000000000,1 days 05:05:00.000000000
504,28,3180,4292.5,5480,0 days 13:50:00.000000000,1 days 00:26:15.000000000,1 days 16:40:00.000000000
504,30,2400,7460.0,10500,0 days 07:25:00.000000000,0 days 11:34:52.500000000,0 days 19:45:00.000000000
504,33,2650,2700.0,2750,0 days 05:10:00.000000000,0 days 05:10:00.000000000,0 days 05:10:00.000000000
504,57,600,1150.967741935484,2200,0 days 01:00:00.000000000,0 days 07:17:44.516129032,0 days 20:30:00.000000000
504,76,2590,3570.0,4750,0 days 05:20:00.000000000,0 days 09:03:07.500000000,1 days 04:45:00.000000000
504,171,4800,13250.0,18200,0 days 06:00:00.000000000,0 days 08:19:06.000000000,0 days 17:30:00.000000000
504,173,1300,2739.767441860465,4600,0 days 01:40:00.000000000,0 days 04:11:54.418604651,0 days 16:09:00.000000000
504,185,1180,2168.5714285714284,3600,0 days 04:40:00.000000000,0 days 11:30:42.857142857,0 days 21:50:00.000000000
504,189,4000,10661.111111111111,16050,0 days 12:54:00.000000000,0 days 21:47:00.000000000,1 days 05:43:00.000000000
504,200,2750,4095.8823529411766,6710,0 days 04:50:00.000000000,0 days 08:55:14.117647058,1 days 04:15:00.000000000
504,204,2700,6223.571428571428,15150,0 days 06:12:00.000000000,0 days 16:34:55.714285714,1 days 05:35:00.000000000
504,277,4690,5150.0,5780,0 days 16:10:00.000000000,0 days 19:28:20.000000000,1 days 01:05:00.000000000
504,279,1100,1822.2222222222222,3990,0 days 01:30:00.000000000,0 days 07:41:40.000000000,1 days 09:40:00.000000000
504,453,3000,4938.75,7450,0 days 09:50:00.000000000,0 days 16:44:22.500000000,1 days 08:55:00.000000000
504,455,3390,6414.528301886792,9000,0 days 07:00:00.000000000,0 days 10:52:14.716981132,0 days 22:41:00.000000000
504,485,1400,2352.5280898876404,7100,0 days 02:02:00.000000000,0 days 03:51:52.247191011,0 days 20:05:00.000000000
504,524,1880,4923.125,6850,0 days 07:00:00.000000000,0 days 10:45:46.875000000,1 days 09:55:00.000000000
504,530,1550,1550.0,1550,0 days 05:40:00.000000000,0 days 05:40:00.000000000,0 days 05:40:00.000000000
504,542,1300,1630.0,2100,0 days 02:00:00.000000000,0 days 09:16:00.000000000,1 days 01:30:00.000000000
504,554,2400,6087.727272727273,12800,0 days 05:11:00.000000000,0 days 11:41:21.818181818,1 days 04:50:00.000000000
504,580,1000,1390.0,2290,0 days 02:00:00.000000000,0 days 05:33:11.666666666,0 days 19:05:00.000000000
504,585,1200,2038.0,2900,0 days 03:50:00.000000000,0 days 05:15:00.000000000,0 days 06:20:00.000000000
504,628,1400,7177.3267326732675,16700,0 days 03:40:00.000000000,0 days 10:29:07.722772277,1 days 18:39:00.000000000
504,635,3600,5537.619047619048,9620,0 days 05:30:00.000000000,0 days 08:06:28.571428571,0 days 20:30:00.000000000
504,657,3790,5083.333333333333,6280,0 days 17:15:00.000000000,0 days 23:26:40.000000000,1 days 03:40:00.000000000
504,673,4690,6504.285714285715,8480,0 days 23:25:00.000000000,1 days 06:08:34.285714285,1 days 14:05:00.000000000
504,697,7900,10686.666666666666,16160,0 days 10:40:00.000000000,0 days 12:52:40.000000000,0 days 17:18:00.000000000
504,709,3490,4772.173913043478,5690,0 days 15:55:00.000000000,0 days 22:16:57.391304347,1 days 15:55:00.000000000
504,809,4090,4245.0,4400,0 days 15:30:00.000000000,0 days 22:58:45.000000000,1 days 06:55:00.000000000
504,845,1600,2796.603773584906,3500,0 days 03:50:00.000000000,0 days 06:17:49.811320754,1 days 00:55:00.000000000
504,847,4090,5695.0,7300,0 days 11:50:00.000000000,0 days 14:35:00.000000000,0 days 17:20:00.000000000
504,848,4790,5335.0,6180,0 days 12:00:00.000000000,0 days 13:35:00.000000000,0 days 14:35:00.000000000
504,1088,2400,3754.782608695652,8480,0 days 03:50:00.000000000,0 days 04:55:57.391304347,0 days 07:01:00.000000000
504,2181,5900,5900.0,5900,0 days 14:40:00.000000000,0 days 14:40:00.000000000,0 days 14:40:00.000000000
504,3973,1550,3160.0,4060,0 days 03:10:00.000000000,0 days 04:10:40.000000000,0 days 06:32:00.000000000
504,5467,2400,2800.0,3230,0 days 02:27:00.000000000,0 days 06:20:06.000000000,0 days 20:08:00.000000000
504,5502,7450,18560.0,30200,0 days 08:10:00.000000000,0 days 11:16:24.000000000,0 days 17:10:00.000000000
504,5520,3100,4370.0,5640,0 days 04:00:00.000000000,0 days 08:19:00.000000000,0 days 12:38:00.000000000
504,5782,5800,6487.5,7300,0 days 07:50:00.000000000,0 days 09:17:30.000000000,0 days 12:30:00.000000000
504,5798,4400,6573.0,8800,0 days 09:40:00.000000000,0 days 20:06:30.000000000,1 days 00:45:00.000000000
504,6025,3000,4890.0,6090,0 days 03:30:00.000000000,0 days 04:15:30.000000000,0 days 05:37:00.000000000
504,6031,5070,6570.0,7770,0 days 05:31:00.000000000,0 days 06:05:00.000000000,0 days 06:36:00.000000000
504,7138,6750,6750.0,6750,0 days 11:50:00.000000000,0 days 11:50:00.000000000,0 days 11:50:00.000000000
504,7507,8500,8500.0,8500,0 days 19:10:00.000000000,0 days 19:10:00.000000000,0 days 19:10:00.000000000
504,10165,3230,3490.0,3670,0 days 03:03:00.000000000,0 days 03:42:52.500000000,0 days 06:00:00.000000000
524,28,2990,6070.0,14000,0 days 03:47:00.000000000,0 days 07:47:21.428571428,0 days 12:25:00.000000000
524,277,1700,4321.0,6370,0 days 03:00:00.000000000,0 days 07:11:00.000000000,0 days 14:20:00.000000000
524,628,1890,2348.3333333333335,3350,0 days 03:10:00.000000000,0 days 08:42:05.000000000,0 days 16:10:00.000000000
524,843,3790,10387.333333333334,19900,0 days 07:50:00.000000000,0 days 14:15:40.000000000,1 days 07:55:00.000000000
524,1061,1800,2447.714285714286,6490,0 days 02:40:00.000000000,0 days 06:26:34.285714285,0 days 22:15:00.000000000
528,295,850,1117.142857142857,1780,0 days 01:30:00.000000000,0 days 02:51:40.000000000,0 days 19:55:00.000000000
528,504,2590,4661.428571428572,9880,0 days 07:10:00.000000000,0 days 16:20:42.857142857,1 days 17:10:00.000000000
531,200,4380,5155.0,5580,0 days 16:30:00.000000000,0 days 22:10:00.000000000,1 days 06:20:00.000000000
534,809,2600,8545.833333333334,16050,0 days 03:50:00.000000000,0 days 06:18:45.000000000,0 days 11:10:00.000000000
535,872,2990,6660.7692307692305,8700,0 days 04:12:00.000000000,0 days 15:32:32.307692307,1 days 20:45:00.000000000
535,7168,4000,5106.666666666667,5990,0 days 15:55:00.000000000,0 days 23:34:10.000000000,1 days 05:25:00.000000000
536,628,2090,2620.0,3080,0 days 13:20:00.000000000,0 days 14:11:40.000000000,0 days 15:00:00.000000000
538,453,4690,12418.333333333334,20210,0 days 06:25:00.000000000,0 days 14:20:00.000000000,1 days 03:03:00.000000000
538,542,2750,7107.0,9410,0 days 05:20:00.000000000,0 days 07:33:30.000000000,0 days 11:58:00.000000000
539,76,2790,2790.0,2790,0 days 20:30:00.000000000,0 days 20:30:00.000000000,0 days 20:30:00.000000000
539,317,950,1360.0,2400,0 days 01:40:00.000000000,0 days 03:14:30.000000000,0 days 08:10:00.000000000
539,611,3800,3975.0,4150,0 days 06:40:00.000000000,0 days 06:45:00.000000000,0 days 06:50:00.000000000
541,809,3350,3350.0,3350,0 days 07:20:00.000000000,0 days 07:20:00.000000000,0 days 07:20:00.000000000
542,28,5090,7342.5,14100,0 days 07:27:00.000000000,0 days 11:14:15.000000000,0 days 12:30:00.000000000
542,197,3400,5158.666666666667,6150,0 days 08:00:00.000000000,0 days 14:23:20.000000000,1 days 07:25:00.000000000
542,317,1050,2116.6666666666665,2400,0 days 03:00:00.000000000,0 days 03:50:20.000000000,0 days 06:25:00.000000000
542,440,3790,7930.277777777777,14100,0 days 05:35:00.000000000,0 days 13:53:41.666666666,1 days 05:55:00.000000000
542,485,1900,4168.648648648648,7050,0 days 01:59:00.000000000,0 days 05:21:08.108108108,0 days 20:36:00.000000000
542,530,600,988.6666666666666,3440,0 days 01:10:00.000000000,0 days 01:39:41.000000000,0 days 06:05:00.000000000
542,556,5790,5790.0,5790,1 days 04:20:00.000000000,1 days 04:20:00.000000000,1 days 04:20:00.000000000
542,562,2790,3962.0,5990,0 days 12:35:00.000000000,0 days 19:09:30.000000000,1 days 04:25:00.000000000
542,628,2700,7492.8125,12410,0 days 03:47:00.000000000,0 days 08:45:15.000000000,1 days 11:10:00.000000000
542,630,3020,4030.769230769231,7090,0 days 11:40:00.000000000,0 days 19:33:50.769230769,1 days 05:00:00.000000000
542,697,3000,5833.0,15810,0 days 07:20:00.000000000,0 days 20:48:46.000000000,1 days 08:45:00.000000000
542,732,2150,5582.285714285715,7670,0 days 02:47:00.000000000,0 days 05:42:24.000000000,1 days 02:09:00.000000000
542,845,1200,1934.6218487394958,4550,0 days 02:00:00.000000000,0 days 02:51:30.756302521,0 days 08:40:00.000000000
542,872,950,1543.2692307692307,2150,0 days 01:50:00.000000000,0 days 02:36:32.307692307,0 days 18:25:00.000000000
542,1061,4400,5733.75,7450,0 days 07:50:00.000000000,0 days 14:42:30.000000000,0 days 18:15:00.000000000
542,2181,4750,5337.5,5600,0 days 07:20:00.000000000,0 days 08:15:00.000000000,0 days 09:10:00.000000000
542,5461,1200,1618.75,2400,0 days 02:30:00.000000000,0 days 03:08:45.000000000,0 days 04:10:00.000000000
542,7507,4800,5130.0,8300,0 days 18:50:00.000000000,12 days 17:43:45.000000000,15 days 00:00:00.000000000
542,7689,850,2295.0,2720,0 days 01:30:00.000000000,0 days 02:22:35.000000000,0 days 05:08:00.000000000
546,562,1400,1766.6666666666667,2200,0 days 08:35:00.000000000,0 days 13:13:20.000000000,0 days 19:45:00.000000000
548,628,2300,4037.1428571428573,7470,0 days 03:03:00.000000000,0 days 09:46:34.285714285,1 days 06:19:00.000000000
554,485,1400,3316.274509803922,8860,0 days 02:54:00.000000000,0 days 04:51:05.490196078,0 days 14:45:00.000000000
554,504,3900,4145.0,4490,1 days 00:35:00.000000000,1 days 01:10:00.000000000,1 days 01:55:00.000000000
554,628,2300,3615.8333333333335,6490,0 days 04:40:00.000000000,0 days 10:54:22.500000000,2 days 01:05:00.000000000
554,814,1000,4359.090909090909,7020,0 days 02:48:00.000000000,0 days 04:39:49.090909090,0 days 08:35:00.000000000
554,5121,600,1597.7777777777778,2300,0 days 01:00:00.000000000,0 days 07:30:33.333333333,0 days 19:35:00.000000000
556,628,2890,9460.0,18200,0 days 06:18:00.000000000,0 days 16:45:12.631578947,1 days 13:32:00.000000000
557,212,1400,2331.1111111111113,3100,0 days 04:40:00.000000000,0 days 10:36:40.000000000,0 days 21:25:00.000000000
557,580,8190,8190.0,8190,1 days 02:20:00.000000000,1 days 02:20:00.000000000,1 days 02:20:00.000000000
557,714,3400,4670.0,5940,0 days 07:10:00.000000000,0 days 10:02:30.000000000,0 days 12:55:00.000000000
560,21,3350,7306.0,9980,0 days 04:08:00.000000000,0 days 05:25:00.000000000,0 days 11:01:00.000000000
560,76,4400,4647.5,5000,0 days 16:31:00.000000000,0 days 17:45:15.000000000,0 days 19:55:00.000000000
560,99,4480,5395.0,6740,0 days 14:55:00.000000000,1 days 07:27:30.000000000,2 days 00:10:00.000000000
560,453,2490,3334.0,6760,0 days 04:10:00.000000000,0 days 05:19:48.000000000,0 days 10:25:00.000000000
560,562,3000,9066.77966101695,16500,0 days 04:39:00.000000000,0 days 12:39:13.220338983,1 days 04:55:00.000000000
560,580,3400,4965.454545454545,7100,0 days 08:50:00.000000000,0 days 13:54:49.090909090,0 days 19:10:00.000000000
560,628,1400,2289.607843137255,5280,0 days 03:30:00.000000000,0 days 06:03:24.705882352,1 days 06:25:00.000000000
560,726,700,1187.5,2100,0 days 01:20:00.000000000,0 days 08:57:30.000000000,0 days 18:55:00.000000000
562,23,3290,5518.333333333333,14000,0 days 08:39:00.000000000,0 days 14:29:55.000000000,0 days 16:55:00.000000000
562,28,500,624.3589743589744,850,0 days 00:50:00.000000000,0 days 01:07:10.769230769,0 days 01:50:00.000000000
562,99,5790,5790.0,5790,0 days 21:45:00.000000000,0 days 21:45:00.000000000,0 days 21:45:00.000000000
562,126,1290,2596.796875,3640,0 days 03:20:00.000000000,0 days 04:11:00.937500000,0 days 20:35:00.000000000
562,453,4550,5285.454545454545,10140,0 days 06:10:00.000000000,0 days 07:02:43.636363636,0 days 07:40:00.000000000
562,472,1000,1270.2597402597403,1990,0 days 01:40:00.000000000,0 days 07:51:52.987012987,1 days 00:50:00.000000000
562,485,2900,3891.1111111111113,5350,0 days 07:00:00.000000000,0 days 19:07:13.333333333,1 days 11:30:00.000000000
562,504,1980,8037.307692307692,18450,0 days 06:48:00.000000000,0 days 18:28:15.692307692,1 days 14:39:00.000000000
562,534,2200,6456.666666666667,10850,0 days 04:13:00.000000000,0 days 08:47:45.000000000,1 days 00:25:00.000000000
562,542,2800,4402.5,6850,0 days 08:20:00.000000000,0 days 18:22:55.000000000,1 days 11:05:00.000000000
562,546,1400,1914.2857142857142,2500,0 days 06:00:00.000000000,0 days 18:07:51.428571428,1 days 08:00:00.000000000
562,580,4100,11177.142857142857,22900,0 days 10:10:00.000000000,0 days 17:22:00.000000000,1 days 07:35:00.000000000
562,628,1600,3427.953629032258,9500,0 days 02:44:00.000000000,0 days 05:44:44.637096774,1 days 16:06:00.000000000
562,697,500,735.6026058631921,1590,0 days 01:00:00.000000000,0 days 01:44:44.364820846,1 days 05:40:00.000000000
562,809,2690,3205.5555555555557,3690,0 days 12:00:00.000000000,0 days 15:39:26.666666666,0 days 22:25:00.000000000
562,843,4200,4826.666666666667,5490,0 days 16:05:00.000000000,0 days 22:25:00.000000000,1 days 09:20:00.000000000
562,845,4150,5012.222222222223,7540,0 days 05:50:00.000000000,0 days 07:31:26.666666666,0 days 11:35:00.000000000
562,857,2000,2132.222222222222,2400,0 days 07:55:00.000000000,0 days 12:10:00.000000000,0 days 21:00:00.000000000
562,868,3090,4674.285714285715,7400,0 days 13:15:00.000000000,0 days 18:54:17.142857142,1 days 10:55:00.000000000
562,876,850,2110.769230769231,2550,0 days 01:28:00.000000000,0 days 02:57:55.384615384,0 days 14:20:00.000000000
562,1061,4650,11412.941176470587,16420,0 days 05:02:00.000000000,0 days 05:56:45.882352941,0 days 08:08:00.000000000
562,1477,7114,7437.0,7760,0 days 15:30:00.000000000,0 days 15:59:30.000000000,0 days 16:29:00.000000000
562,1581,2500,2725.0,2900,0 days 04:00:00.000000000,0 days 04:32:30.000000000,0 days 05:10:00.000000000
562,7382,3800,4333.333333333333,4650,0 days 07:00:00.000000000,0 days 07:13:20.000000000,0 days 07:20:00.000000000
562,8937,8700,8700.0,8700,0 days 17:25:00.000000000,0 days 17:25:00.000000000,0 days 17:25:00.000000000
562,9166,6650,6650.0,6650,0 days 06:23:00.000000000,0 days 06:23:00.000000000,0 days 06:23:00.000000000
562,9251,950,1072.2222222222222,1200,0 days 01:40:00.000000000,0 days 01:55:33.333333333,0 days 02:00:00.000000000
562,11185,2400,2942.3529411764707,3600,0 days 03:30:00.000000000,0 days 04:07:17.647058823,0 days 08:00:00.000000000
565,628,5350,9101.111111111111,15840,0 days 04:41:00.000000000,0 days 06:47:43.333333333,0 days 10:50:00.000000000
565,635,2150,4554.545454545455,6120,0 days 03:20:00.000000000,0 days 04:48:10.909090909,0 days 06:24:00.000000000
565,845,700,1160.3191489361702,2790,0 days 01:20:00.000000000,0 days 02:11:45.319148936,1 days 01:25:00.000000000
565,1918,9700,10938.57142857143,11600,1 days 07:40:00.000000000,7 days 01:55:00.000000000,14 days 17:00:00.000000000
565,5467,1300,2493.3333333333335,3210,0 days 02:10:00.000000000,0 days 08:06:00.000000000,0 days 11:41:00.000000000
565,5548,600,600.0,600,0 days 01:10:00.000000000,0 days 01:10:00.000000000,0 days 01:10:00.000000000
565,6031,3470,4020.0,4270,0 days 02:53:00.000000000,0 days 04:32:08.571428571,0 days 10:13:00.000000000
565,8977,9850,9850.0,9850,0 days 10:20:00.000000000,0 days 10:20:00.000000000,0 days 10:20:00.000000000
579,485,1100,3919.4117647058824,6180,0 days 02:50:00.000000000,0 days 08:59:37.058823529,1 days 00:11:00.000000000
579,628,1600,2405.5172413793102,4080,0 days 02:30:00.000000000,0 days 06:15:41.379310344,1 days 10:28:00.000000000
579,7507,5390,7135.0,8880,0 days 20:05:00.000000000,0 days 21:07:30.000000000,0 days 22:10:00.000000000
580,11,950,1301.923076923077,2150,0 days 01:30:00.000000000,0 days 01:58:27.692307692,0 days 02:50:00.000000000
580,116,4690,4720.0,4780,1 days 09:40:00.000000000,1 days 10:05:00.000000000,1 days 10:25:00.000000000
580,204,5080,8942.0,15200,0 days 08:59:00.000000000,0 days 19:32:42.000000000,1 days 04:35:00.000000000
580,227,2180,2610.0,3400,0 days 11:30:00.000000000,0 days 12:00:00.000000000,0 days 12:45:00.000000000
580,485,1800,3348.315789473684,4390,0 days 04:10:00.000000000,0 days 08:00:47.368421052,1 days 04:30:00.000000000
580,504,1200,1582.608695652174,2050,0 days 01:50:00.000000000,0 days 02:24:20.869565217,0 days 02:50:00.000000000
580,528,2180,10114.444444444445,16500,0 days 03:40:00.000000000,0 days 18:41:13.333333333,1 days 06:55:00.000000000
580,530,2200,2463.3333333333335,2600,0 days 09:15:00.000000000,0 days 11:38:20.000000000,0 days 15:20:00.000000000
580,534,6770,7320.0,7870,1 days 03:25:00.000000000,1 days 06:52:30.000000000,1 days 10:20:00.000000000
580,541,8760,11512.222222222223,13780,0 days 09:56:00.000000000,0 days 11:39:06.666666666,0 days 13:56:00.000000000
580,585,1250,2077.9411764705883,3100,0 days 02:40:00.000000000,0 days 04:42:21.176470588,1 days 07:55:00.000000000
580,628,2390,9320.247191011236,19720,0 days 05:49:00.000000000,0 days 11:12:07.820224719,1 days 21:43:00.000000000
580,639,3080,4281.428571428572,5080,0 days 08:05:00.000000000,1 days 16:11:25.714285714,7 days 14:40:00.000000000
580,657,5690,6086.666666666667,6580,1 days 00:45:00.000000000,1 days 02:38:20.000000000,1 days 03:50:00.000000000
580,685,5800,6460.0,6890,1 days 00:50:00.000000000,1 days 07:02:30.000000000,1 days 19:40:00.000000000
580,697,6090,16703.333333333332,27000,0 days 09:50:00.000000000,0 days 23:13:00.000000000,1 days 10:25:00.000000000
580,876,5490,10437.142857142857,14800,0 days 09:23:00.000000000,0 days 14:47:08.571428571,0 days 23:05:00.000000000
580,1041,6480,6480.0,6480,1 days 00:10:00.000000000,1 days 00:10:00.000000000,1 days 00:10:00.000000000
580,1061,6480,8945.0,11480,0 days 11:50:00.000000000,1 days 01:26:40.000000000,1 days 23:05:00.000000000
580,1431,850,1003.8461538461538,1100,0 days 01:20:00.000000000,0 days 01:44:36.923076923,0 days 02:20:00.000000000
580,5866,2190,5956.666666666667,9650,0 days 05:49:00.000000000,0 days 08:37:53.333333333,0 days 12:00:00.000000000
580,6216,6600,8555.714285714286,14480,0 days 07:35:00.000000000,0 days 11:52:57.142857142,1 days 13:36:00.000000000
580,8342,490,788.9473684210526,900,0 days 00:57:00.000000000,0 days 01:51:34.736842105,0 days 10:42:00.000000000
585,11,500,1619.7435897435898,3220,0 days 01:00:00.000000000,0 days 03:05:06.153846153,0 days 15:45:00.000000000
585,317,1800,3976.4285714285716,5710,0 days 01:57:00.000000000,0 days 04:11:38.571428571,1 days 00:10:00.000000000
585,453,2500,8638.636363636364,17200,0 days 04:55:00.000000000,0 days 11:02:19.090909090,1 days 04:25:00.000000000
585,504,700,2523.157894736842,4510,0 days 01:30:00.000000000,0 days 07:25:25.263157894,1 days 04:30:00.000000000
585,611,3400,3400.0,3400,0 days 15:25:00.000000000,0 days 15:25:00.000000000,0 days 15:25:00.000000000
585,628,5150,7985.31914893617,12100,0 days 03:44:00.000000000,0 days 06:58:52.340425531,0 days 15:14:00.000000000
585,697,3700,3800.0,3900,0 days 20:10:00.000000000,0 days 20:10:00.000000000,0 days 20:10:00.000000000
585,2070,4850,6139.090909090909,7100,0 days 08:30:00.000000000,0 days 13:13:38.181818181,0 days 20:35:00.000000000
585,2621,8100,8246.666666666666,8350,0 days 20:35:00.000000000,0 days 21:41:40.000000000,0 days 23:25:00.000000000
587,23,4790,17990.0,22500,0 days 07:10:00.000000000,0 days 08:43:20.000000000,0 days 14:00:00.000000000
587,227,3480,4054.0,4750,0 days 06:00:00.000000000,0 days 14:28:00.000000000,0 days 23:50:00.000000000
587,488,4490,4490.0,4490,1 days 01:05:00.000000000,1 days 01:05:00.000000000,1 days 01:05:00.000000000
587,628,2000,5483.004926108374,13900,0 days 02:10:00.000000000,0 days 08:37:56.453201970,1 days 13:17:00.000000000
587,5822,1800,2792.0,4080,0 days 02:27:00.000000000,0 days 03:29:00.000000000,0 days 04:09:00.000000000
611,239,1700,3306.153846153846,5410,0 days 03:02:00.000000000,0 days 08:46:09.230769230,1 days 01:24:00.000000000
611,317,3190,3936.6666666666665,4890,0 days 05:40:00.000000000,0 days 17:46:06.666666666,1 days 07:55:00.000000000
611,485,2000,3604.237288135593,6090,0 days 04:40:00.000000000,0 days 14:08:23.389830508,1 days 09:30:00.000000000
611,504,3600,3845.0,4090,0 days 12:40:00.000000000,0 days 15:12:30.000000000,0 days 17:45:00.000000000
611,542,1450,6922.0,13500,0 days 06:10:00.000000000,0 days 19:51:36.000000000,1 days 07:57:00.000000000
611,585,3400,4800.0,9920,0 days 06:30:00.000000000,0 days 20:05:00.000000000,1 days 18:50:00.000000000
611,628,500,1100.6586826347304,4390,0 days 01:20:00.000000000,0 days 02:54:06.467065868,1 days 13:30:00.000000000
611,635,4900,5340.0,6000,0 days 08:20:00.000000000,0 days 08:40:36.000000000,0 days 10:03:00.000000000
611,809,2600,3794.285714285714,6100,0 days 08:25:00.000000000,0 days 11:02:08.571428571,0 days 16:50:00.000000000
611,840,3400,6224.285714285715,10560,0 days 08:40:00.000000000,0 days 17:35:57.142857142,1 days 14:10:00.000000000
611,848,600,983.4224598930481,1950,0 days 01:10:00.000000000,0 days 02:11:51.657754010,1 days 05:10:00.000000000
611,1483,7300,7300.0,7300,0 days 23:45:00.000000000,0 days 23:45:00.000000000,0 days 23:45:00.000000000
611,1918,6400,7230.0,8200,1 days 00:40:00.000000000,1 days 08:00:00.000000000,1 days 18:20:00.000000000
611,7661,4050,10373.0,12720,0 days 05:10:00.000000000,0 days 07:50:42.000000000,0 days 12:00:00.000000000
611,8626,3090,4730.909090909091,5990,0 days 03:41:00.000000000,0 days 16:48:27.272727272,1 days 11:33:00.000000000
611,8810,3000,3488.125,4110,0 days 02:58:00.000000000,0 days 03:21:26.250000000,0 days 04:02:00.000000000
619,628,1200,1834.4827586206898,2400,0 days 02:30:00.000000000,0 days 03:01:02.068965517,0 days 05:30:00.000000000
628,1,2390,8055.625,13800,0 days 03:43:00.000000000,0 days 08:36:41.250000000,0 days 15:42:00.000000000
628,6,2190,3687.777777777778,6910,0 days 07:00:00.000000000,0 days 10:04:00.000000000,0 days 12:45:00.000000000
