,,price_in_cents,price_in_cents,price_in_cents,travel_ts,travel_ts,travel_ts
,,min,mean,max,min,mean,max
o_city,d_city,,,,,,
1061,494,3100,14750.0,21400,0 days 04:10:00.000000000,0 days 10:16:00.000000000,0 days 20:01:00.000000000
1061,542,3800,5354.545454545455,8250,0 days 09:30:00.000000000,0 days 17:16:21.818181818,1 days 03:20:00.000000000
1061,562,4150,11037.931034482759,18700,0 days 04:35:00.000000000,0 days 05:41:47.586206896,0 days 07:37:00.000000000
1061,628,1600,4314.585152838428,17320,0 days 01:48:00.000000000,0 days 05:04:40.349344978,1 days 06:55:00.000000000
1061,657,3600,16200.0,22100,0 days 04:01:00.000000000,0 days 04:41:37.500000000,0 days 06:30:00.000000000
1061,697,4150,4617.5,5180,0 days 05:40:00.000000000,0 days 13:51:15.000000000,1 days 05:15:00.000000000
1061,727,3790,9802.666666666666,22300,0 days 04:59:00.000000000,0 days 15:29:16.000000000,1 days 19:51:00.000000000
1061,743,3500,5137.5,7100,0 days 07:00:00.000000000,0 days 12:43:45.000000000,0 days 18:35:00.000000000
1061,809,2900,4190.0,6150,0 days 03:50:00.000000000,0 days 08:40:00.000000000,0 days 12:40:00.000000000
1061,845,3790,10406.349206349207,24700,0 days 06:56:00.000000000,0 days 14:18:46.666666666,1 days 15:15:00.000000000
1061,847,700,2654.6774193548385,5890,0 days 01:04:00.000000000,0 days 07:18:51.290322580,0 days 22:45:00.000000000
1061,880,5800,6762.5,7380,0 days 20:20:00.000000000,0 days 21:38:45.000000000,0 days 22:45:00.000000000
1061,1411,4490,6033.636363636364,11680,0 days 04:10:00.000000000,0 days 07:55:34.545454545,0 days 15:25:00.000000000
1061,1477,4687,5941.714285714285,7739,0 days 10:04:00.000000000,0 days 11:50:34.285714285,0 days 16:10:00.000000000
1061,1918,7200,9937.142857142857,15350,1 days 04:40:00.000000000,1 days 10:21:25.714285714,1 days 21:25:00.000000000
1061,2087,12300,12595.0,12890,1 days 06:55:00.000000000,1 days 07:10:00.000000000,1 days 07:25:00.000000000
1061,6249,1700,9227.28813559322,11440,0 days 02:15:00.000000000,0 days 03:32:51.864406779,0 days 08:41:00.000000000
1061,8078,5900,6850.0,8500,0 days 08:40:00.000000000,0 days 09:23:20.000000000,0 days 10:10:00.000000000
1061,11185,2050,2487.5,3000,0 days 03:10:00.000000000,0 days 03:31:52.500000000,0 days 04:00:00.000000000
1064,628,2400,4980.0,6150,0 days 07:10:00.000000000,0 days 11:21:00.000000000,1 days 00:15:00.000000000
1064,843,1850,2450.0,2900,0 days 04:00:00.000000000,0 days 07:35:00.000000000,0 days 21:30:00.000000000
1064,845,500,679.2682926829268,850,0 days 00:50:00.000000000,0 days 01:06:05.853658536,0 days 01:30:00.000000000
1088,23,6600,18888.333333333332,28860,0 days 08:40:00.000000000,0 days 14:49:00.000000000,0 days 18:37:00.000000000
1088,33,3400,3400.0,3400,0 days 03:55:00.000000000,0 days 05:36:30.000000000,0 days 09:40:00.000000000
1088,126,4150,5134.285714285715,6490,0 days 05:40:00.000000000,0 days 09:02:51.428571428,0 days 20:00:00.000000000
1088,504,2200,3232.9166666666665,4550,0 days 04:00:00.000000000,0 days 07:11:02.500000000,1 days 01:05:00.000000000
1088,542,2750,3130.0,3800,0 days 03:50:00.000000000,0 days 04:34:00.000000000,0 days 05:30:00.000000000
1088,562,3800,6287.692307692308,17160,0 days 07:00:00.000000000,0 days 12:44:07.692307692,1 days 07:33:00.000000000
1088,639,8800,8940.0,9080,0 days 06:18:00.000000000,0 days 06:23:30.000000000,0 days 06:29:00.000000000
1088,845,3390,5918.695652173913,9880,0 days 06:10:00.000000000,0 days 11:49:49.565217391,1 days 11:02:00.000000000
1088,7569,4900,5075.0,5250,0 days 07:40:00.000000000,0 days 07:50:00.000000000,0 days 08:00:00.000000000
1383,485,3857,4658.235294117647,7178,0 days 19:45:00.000000000,1 days 01:30:17.647058823,1 days 09:20:00.000000000
1383,628,3436,4137.363636363636,6654,0 days 12:15:00.000000000,0 days 13:41:03.636363636,0 days 15:00:00.000000000
1411,126,3390,5816.875,9080,0 days 05:40:00.000000000,0 days 11:48:11.250000000,1 days 02:47:00.000000000
1431,57,950,1050.0,1100,0 days 01:30:00.000000000,0 days 01:40:00.000000000,0 days 01:50:00.000000000
1468,809,2990,4129.666666666667,4772,0 days 18:05:00.000000000,1 days 01:18:20.000000000,1 days 08:50:00.000000000
1504,11185,3600,4016.6666666666665,4400,0 days 05:00:00.000000000,0 days 05:58:20.000000000,0 days 06:40:00.000000000
1532,99,5090,6083.333333333333,6780,0 days 19:15:00.000000000,1 days 01:32:50.000000000,1 days 17:06:00.000000000
1532,628,8580,9606.0,11100,0 days 23:00:00.000000000,1 days 07:20:24.000000000,1 days 16:51:00.000000000
1668,5121,4400,4700.0,5000,0 days 05:20:00.000000000,0 days 05:40:00.000000000,0 days 06:00:00.000000000
1720,628,3600,3600.0,3600,0 days 07:40:00.000000000,0 days 07:40:00.000000000,0 days 07:40:00.000000000
1885,440,4690,5217.5,6500,0 days 10:20:00.000000000,0 days 17:43:45.000000000,0 days 21:45:00.000000000
2023,485,5636,6557.076923076923,9207,0 days 22:25:00.000000000,1 days 01:43:04.615384615,1 days 10:20:00.000000000
2023,628,3138,3630.8571428571427,4574,0 days 15:45:00.000000000,0 days 17:02:08.571428571,0 days 18:20:00.000000000
2070,809,4050,5862.5,6790,0 days 05:30:00.000000000,0 days 18:58:45.000000000,1 days 14:10:00.000000000
2181,23,3000,4062.5,4750,0 days 05:10:00.000000000,0 days 05:59:10.000000000,0 days 06:30:00.000000000
2181,28,1600,2159.75,2750,0 days 02:40:00.000000000,0 days 04:31:45.000000000,1 days 04:45:00.000000000
2181,227,2150,2441.6666666666665,3000,0 days 03:00:00.000000000,0 days 03:22:30.000000000,0 days 04:00:00.000000000
2181,453,1200,1750.5813953488373,6850,0 days 02:00:00.000000000,0 days 02:46:16.744186046,0 days 14:20:00.000000000
2181,562,1900,2710.0,3100,0 days 03:50:00.000000000,0 days 09:14:26.666666666,1 days 05:55:00.000000000
2181,809,3100,3754.7368421052633,4750,0 days 04:40:00.000000000,0 days 06:04:28.421052631,0 days 17:55:00.000000000
2245,1918,1550,2661.25,8490,0 days 03:00:00.000000000,0 days 06:57:30.000000000,1 days 08:50:00.000000000
2249,2223,2500,2500.0,2500,0 days 06:10:00.000000000,0 days 06:10:00.000000000,0 days 06:10:00.000000000
2406,580,12201,13631.333333333334,15364,1 days 05:50:00.000000000,1 days 12:11:40.000000000,2 days 03:45:00.000000000
2581,224,3090,3785.0,4480,0 days 14:55:00.000000000,0 days 15:25:00.000000000,0 days 15:55:00.000000000
3738,657,2090,3315.0,6690,0 days 05:00:00.000000000,0 days 13:42:30.000000000,1 days 02:35:00.000000000
5105,192,2390,4362.727272727273,5650,0 days 04:29:00.000000000,0 days 09:08:16.363636363,1 days 03:05:00.000000000
5105,580,7100,12273.333333333334,17450,0 days 07:41:00.000000000,0 days 09:45:00.000000000,0 days 18:40:00.000000000
5105,628,600,875.0,1600,0 days 01:00:00.000000000,0 days 02:41:56.666666666,0 days 12:40:00.000000000
5105,714,1400,1400.0,1400,0 days 05:15:00.000000000,0 days 05:20:00.000000000,0 days 05:25:00.000000000
5105,6249,400,466.6666666666667,500,0 days 00:50:00.000000000,0 days 00:56:40.000000000,0 days 01:10:00.000000000
5115,628,5590,7451.111111111111,10290,0 days 12:40:00.000000000,1 days 07:16:40.000000000,1 days 17:30:00.000000000
5118,23,3400,4259.2307692307695,5350,0 days 07:20:00.000000000,0 days 19:04:13.846153846,1 days 12:30:00.000000000
5118,554,1300,2837.5,4700,0 days 03:00:00.000000000,0 days 05:58:22.500000000,0 days 19:12:00.000000000
5118,809,2050,3736.3636363636365,6200,0 days 03:00:00.000000000,0 days 08:34:05.454545454,0 days 19:55:00.000000000
5118,6074,4750,5104.545454545455,5600,0 days 06:10:00.000000000,0 days 06:55:27.272727272,0 days 08:10:00.000000000
5119,628,3090,3710.0,4280,0 days 08:00:00.000000000,0 days 09:26:00.000000000,0 days 11:00:00.000000000
5459,152,1200,1200.0,1200,0 days 01:40:00.000000000,0 days 01:40:00.000000000,0 days 01:40:00.000000000
5466,562,1700,3275.625,4490,0 days 02:10:00.000000000,0 days 02:53:26.250000000,0 days 04:50:00.000000000
5467,485,1800,4565.0,6990,0 days 02:18:00.000000000,0 days 02:56:40.000000000,0 days 04:00:00.000000000
5467,504,1200,2649.0,3740,0 days 01:50:00.000000000,0 days 02:50:44.000000000,0 days 06:16:00.000000000
5489,227,1300,2312.5,3210,0 days 01:40:00.000000000,0 days 04:57:15.000000000,0 days 13:16:00.000000000
5489,2181,2400,3365.0,3800,0 days 04:10:00.000000000,0 days 04:59:00.000000000,0 days 05:40:00.000000000
5520,28,5800,9613.333333333334,12820,0 days 08:05:00.000000000,0 days 19:11:20.000000000,1 days 16:09:00.000000000
5520,504,3500,3725.0,3950,0 days 05:00:00.000000000,0 days 05:10:00.000000000,0 days 05:20:00.000000000
5520,628,3950,4272.222222222223,4750,0 days 05:10:00.000000000,0 days 05:45:33.333333333,0 days 07:00:00.000000000
5527,485,3250,3605.5555555555557,4150,0 days 04:40:00.000000000,0 days 05:05:55.555555555,0 days 05:30:00.000000000
5527,504,1200,2182.5,3640,0 days 01:50:00.000000000,0 days 04:36:25.000000000,0 days 14:05:00.000000000
5548,565,950,950.0,950,0 days 02:00:00.000000000,0 days 02:00:00.000000000,0 days 02:00:00.000000000
5548,714,12600,12650.0,12700,0 days 13:26:00.000000000,0 days 13:49:00.000000000,0 days 14:12:00.000000000
5548,6944,5900,8257.5,15080,0 days 07:40:00.000000000,0 days 11:57:15.000000000,0 days 23:49:00.000000000
5595,809,5900,10050.0,14200,0 days 10:40:00.000000000,0 days 18:44:30.000000000,1 days 02:49:00.000000000
5607,628,3350,3633.3333333333335,3950,0 days 04:50:00.000000000,0 days 05:00:00.000000000,0 days 05:10:00.000000000
5607,694,4750,10650.0,13300,0 days 05:04:00.000000000,0 days 06:13:08.571428571,0 days 07:27:00.000000000
5607,737,3100,3400.0,3650,0 days 02:29:00.000000000,0 days 02:52:45.000000000,0 days 04:11:00.000000000
5611,200,1100,2105.4545454545455,3100,0 days 02:10:00.000000000,0 days 05:43:21.818181818,0 days 23:14:00.000000000
5687,628,950,5516.923076923077,9510,0 days 02:29:00.000000000,0 days 03:34:55.384615384,0 days 05:23:00.000000000
5770,197,5430,7330.0,10720,0 days 05:07:00.000000000,0 days 09:45:30.000000000,1 days 01:21:00.000000000
5822,23,5700,5700.0,5700,0 days 09:20:00.000000000,0 days 09:20:00.000000000,0 days 09:20:00.000000000
5822,628,1450,3580.4347826086955,7570,0 days 01:34:00.000000000,0 days 02:53:07.826086956,0 days 07:37:00.000000000
5843,697,1700,6288.5,11120,0 days 02:00:00.000000000,0 days 06:29:57.000000000,1 days 00:46:00.000000000
5945,628,2400,2685.714285714286,3350,0 days 03:20:00.000000000,0 days 03:55:00.000000000,0 days 06:30:00.000000000
5945,876,600,1100.0,2850,0 days 01:10:00.000000000,0 days 01:38:46.666666666,0 days 03:50:00.000000000
5975,562,5230,6539.0,9540,0 days 08:19:00.000000000,0 days 17:58:36.000000000,1 days 04:59:00.000000000
6013,504,850,1785.0,2670,0 days 01:20:00.000000000,0 days 01:58:45.000000000,0 days 02:26:00.000000000
6025,483,6750,13283.333333333334,16690,0 days 10:10:00.000000000,0 days 11:09:20.000000000,0 days 11:39:00.000000000
6031,126,2400,2815.714285714286,3670,0 days 03:30:00.000000000,0 days 06:49:00.000000000,0 days 17:13:00.000000000
6031,565,2770,3732.5,4270,0 days 02:56:00.000000000,0 days 04:44:07.500000000,0 days 10:16:00.000000000
6055,585,4650,4825.0,5000,0 days 06:20:00.000000000,0 days 06:35:00.000000000,0 days 06:50:00.000000000
6099,107,5000,6754.0,9080,0 days 07:30:00.000000000,0 days 11:34:42.000000000,0 days 20:46:00.000000000
6107,23,3400,3700.0,4000,0 days 13:10:00.000000000,0 days 13:47:30.000000000,0 days 14:25:00.000000000
6107,446,3380,3380.0,3380,0 days 07:35:00.000000000,0 days 07:35:00.000000000,0 days 07:35:00.000000000
6107,628,1800,4744.2307692307695,8590,0 days 02:40:00.000000000,0 days 04:23:18.461538461,0 days 13:30:00.000000000
6107,714,2000,2499.2753623188405,2750,0 days 03:40:00.000000000,0 days 04:35:39.130434782,0 days 08:45:00.000000000
6107,809,4690,5285.0,6230,0 days 12:00:00.000000000,0 days 18:17:30.000000000,1 days 03:20:00.000000000
6107,1061,600,1148.0,1890,0 days 00:50:00.000000000,0 days 08:57:00.000000000,1 days 02:15:00.000000000
6107,11185,2050,2366.6666666666665,2650,0 days 02:50:00.000000000,0 days 03:16:40.000000000,0 days 03:30:00.000000000
6113,126,1830,2672.8571428571427,4030,0 days 01:59:00.000000000,0 days 04:15:25.714285714,0 days 14:02:00.000000000
6135,628,2580,3113.3333333333335,3380,0 days 02:21:00.000000000,0 days 07:23:40.000000000,0 days 11:21:00.000000000
6135,694,400,1263.6363636363637,22900,0 days 00:40:00.000000000,0 days 06:47:43.636363636,8 days 01:15:00.000000000
6153,1041,4650,9420.37037037037,14450,0 days 06:36:00.000000000,0 days 14:28:26.666666666,0 days 20:53:00.000000000
6167,446,3100,3100.0,3100,0 days 04:20:00.000000000,0 days 04:30:00.000000000,0 days 04:40:00.000000000
6211,54,300,1150.0,2000,0 days 00:50:00.000000000,0 days 04:17:30.000000000,0 days 10:14:00.000000000
6216,580,5740,7460.952380952381,8180,0 days 07:36:00.000000000,0 days 10:59:00.000000000,1 days 06:36:00.000000000
6249,246,3450,4037.2727272727275,4440,0 days 03:04:00.000000000,0 days 03:58:00.000000000,0 days 06:16:00.000000000
6249,694,2280,3924.5454545454545,5940,0 days 01:52:00.000000000,0 days 03:27:16.363636363,0 days 05:09:00.000000000
6249,845,5150,9828.461538461539,14540,0 days 06:18:00.000000000,0 days 08:58:13.846153846,0 days 13:01:00.000000000
6249,876,5510,11065.0,17240,0 days 04:28:00.000000000,0 days 05:14:00.000000000,0 days 06:31:00.000000000
6249,1061,2150,8951.42857142857,11440,0 days 02:17:00.000000000,0 days 03:29:45.714285714,0 days 05:44:00.000000000
6339,504,1200,2482.9268292682927,4010,0 days 01:40:00.000000000,0 days 02:43:58.536585365,0 days 03:48:00.000000000
6402,628,3100,6493.333333333333,7500,0 days 02:45:00.000000000,0 days 04:30:06.666666666,0 days 06:37:00.000000000
6496,628,1800,2796.875,3500,0 days 03:50:00.000000000,0 days 05:55:00.000000000,0 days 16:20:00.000000000
6496,809,1100,1847.5,2990,0 days 02:00:00.000000000,0 days 07:16:15.000000000,0 days 13:20:00.000000000
6522,23,19550,21383.333333333332,22450,0 days 08:42:00.000000000,0 days 12:30:20.000000000,0 days 21:08:00.000000000
6579,5448,1100,1170.0,1300,0 days 01:30:00.000000000,0 days 01:57:00.000000000,0 days 02:40:00.000000000
6680,504,700,900.0,1100,0 days 01:56:00.000000000,0 days 02:07:00.000000000,0 days 02:18:00.000000000
6680,628,2800,7614.814814814815,11900,0 days 04:07:00.000000000,0 days 05:45:35.555555555,0 days 09:20:00.000000000
6780,107,2400,2880.9523809523807,3350,0 days 03:20:00.000000000,0 days 04:14:17.142857142,0 days 05:10:00.000000000
6807,845,18940,19330.0,19720,0 days 12:56:00.000000000,0 days 14:20:30.000000000,0 days 15:45:00.000000000
6829,453,1370,1472.5,1630,0 days 01:15:00.000000000,0 days 01:44:15.000000000,0 days 02:46:00.000000000
6841,628,1550,1550.0,1550,0 days 02:30:00.000000000,0 days 02:35:00.000000000,0 days 02:40:00.000000000
6912,628,3100,5145.714285714285,6900,0 days 04:08:00.000000000,0 days 05:33:42.857142857,0 days 14:35:00.000000000
7006,504,1940,1940.0,1940,0 days 02:35:00.000000000,0 days 02:49:00.000000000,0 days 03:03:00.000000000
7132,126,400,533.3333333333334,600,0 days 00:40:00.000000000,0 days 00:53:20.000000000,0 days 01:00:00.000000000
7134,628,3700,6995.333333333333,8500,0 days 03:21:00.000000000,0 days 03:42:48.000000000,0 days 05:20:00.000000000
7138,23,8110,13772.222222222223,15910,0 days 05:04:00.000000000,0 days 06:04:46.666666666,0 days 08:52:00.000000000
7168,587,500,1228.421052631579,4450,0 days 01:00:00.000000000,0 days 02:39:12.631578947,0 days 11:50:00.000000000
7168,705,700,1873.3333333333333,2600,0 days 02:00:00.000000000,0 days 10:16:40.000000000,1 days 07:35:00.000000000
7168,1041,5990,7183.333333333333,8080,1 days 00:40:00.000000000,1 days 12:46:40.000000000,2 days 00:40:00.000000000
7205,126,2500,4000.0,5520,0 days 03:20:00.000000000,0 days 07:12:40.000000000,0 days 09:45:00.000000000
7237,580,4650,10387.5,14150,0 days 05:18:00.000000000,0 days 10:00:07.500000000,1 days 01:14:00.000000000
7284,453,9100,10737.142857142857,12340,0 days 07:59:00.000000000,0 days 13:22:00.000000000,0 days 23:37:00.000000000
7284,732,400,1103.1818181818182,6330,0 days 01:00:00.000000000,0 days 01:58:09.545454545,0 days 17:26:00.000000000
7284,5448,1700,1700.0,1700,0 days 02:40:00.000000000,0 days 02:40:00.000000000,0 days 02:40:00.000000000
7306,628,1200,3794.0,6780,0 days 02:17:00.000000000,0 days 03:39:48.000000000,0 days 04:43:00.000000000
7330,126,1690,2127.1428571428573,2400,0 days 03:10:00.000000000,0 days 17:15:00.000000000,1 days 18:55:00.000000000
7330,635,5200,10900.0,21100,0 days 07:47:00.000000000,0 days 08:34:20.000000000,0 days 09:34:00.000000000
7330,1041,4150,8520.0,17120,0 days 07:20:00.000000000,0 days 13:56:14.482758620,1 days 07:09:00.000000000
7344,705,7550,10687.5,14110,0 days 09:40:00.000000000,0 days 20:14:00.000000000,1 days 01:22:00.000000000
7382,482,3600,4300.0,4750,0 days 06:00:00.000000000,0 days 07:02:00.000000000,0 days 08:30:00.000000000
7382,628,1700,2784.6153846153848,3330,0 days 01:45:00.000000000,0 days 04:23:32.307692307,0 days 14:55:00.000000000
7395,697,4240,4550.0,4810,0 days 03:55:00.000000000,0 days 06:30:10.000000000,0 days 11:41:00.000000000
7441,504,1450,3322.222222222222,3960,0 days 02:20:00.000000000,0 days 03:00:46.666666666,0 days 03:29:00.000000000
7448,580,4300,6588.333333333333,9090,0 days 06:20:00.000000000,0 days 07:57:40.000000000,0 days 10:17:00.000000000
7453,109,1100,1605.0,2700,0 days 01:50:00.000000000,0 days 05:48:35.000000000,0 days 18:20:00.000000000
7453,628,3890,8785.714285714286,15170,0 days 05:21:00.000000000,0 days 09:28:10.549450549,1 days 12:05:00.000000000
7480,485,2050,3916.4285714285716,6790,0 days 01:43:00.000000000,0 days 02:30:00.000000000,0 days 04:09:00.000000000
7507,76,3200,6090.0,12600,0 days 06:00:00.000000000,0 days 11:56:45.882352941,1 days 09:00:00.000000000
7507,542,6300,7561.666666666667,9490,13 days 21:20:00.000000000,14 days 04:48:20.000000000,14 days 10:05:00.000000000
7523,57,9000,9425.0,9850,0 days 15:30:00.000000000,0 days 16:10:00.000000000,0 days 16:50:00.000000000
7523,504,9000,9000.0,9000,0 days 16:50:00.000000000,0 days 16:50:00.000000000,0 days 16:50:00.000000000
7523,628,14050,14050.0,14050,0 days 18:30:00.000000000,0 days 18:30:00.000000000,0 days 18:30:00.000000000
7561,453,5000,6897.5,12440,0 days 06:26:00.000000000,0 days 07:06:30.000000000,0 days 07:20:00.000000000
7569,845,1200,2582.3529411764707,3770,0 days 01:40:00.000000000,0 days 05:21:03.529411764,0 days 14:42:00.000000000
7569,7817,3950,3950.0,3950,0 days 11:50:00.000000000,0 days 11:50:00.000000000,0 days 11:50:00.000000000
7603,126,3950,7314.285714285715,17100,0 days 02:40:00.000000000,0 days 07:39:17.142857142,1 days 03:20:00.000000000
7603,204,2050,3340.909090909091,4050,0 days 05:30:00.000000000,0 days 06:22:43.636363636,0 days 08:20:00.000000000
7661,28,17000,18330.0,19220,0 days 07:08:00.000000000,0 days 08:40:15.000000000,0 days 11:14:00.000000000
7751,628,5450,7795.0,9850,0 days 08:26:00.000000000,0 days 18:29:15.000000000,1 days 03:08:00.000000000
7795,562,2000,3265.625,4000,0 days 02:27:00.000000000,0 days 03:14:15.000000000,0 days 04:35:00.000000000
7855,126,1550,2070.0,4580,0 days 02:20:00.000000000,0 days 03:14:57.272727272,0 days 11:44:00.000000000
7855,5303,1550,2147.6190476190477,4800,0 days 02:20:00.000000000,0 days 03:30:51.428571428,0 days 13:09:00.000000000
7864,11185,2400,2400.0,2400,0 days 03:30:00.000000000,0 days 03:30:00.000000000,0 days 03:30:00.000000000
7882,277,2400,2400.0,2400,0 days 04:10:00.000000000,0 days 04:10:00.000000000,0 days 04:10:00.000000000
7982,85,500,500.0,500,0 days 00:50:00.000000000,0 days 01:05:00.000000000,0 days 01:20:00.000000000
7982,580,5900,7250.0,8600,0 days 09:50:00.000000000,0 days 10:52:30.000000000,0 days 11:55:00.000000000
8017,845,500,511.1111111111111,600,0 days 00:50:00.000000000,0 days 00:56:40.000000000,0 days 01:10:00.000000000
8035,7603,3000,4593.548387096775,17720,0 days 04:11:00.000000000,0 days 06:44:54.838709677,0 days 19:05:00.000000000
8127,429,400,834.8888888888889,1610,0 days 00:39:00.000000000,0 days 01:07:29.333333333,0 days 02:02:00.000000000
8265,148,1800,3910.0,5560,0 days 02:56:00.000000000,0 days 03:28:26.666666666,0 days 04:58:00.000000000
8290,546,1700,2973.181818181818,4820,0 days 03:00:00.000000000,0 days 04:01:02.727272727,0 days 05:50:00.000000000
8317,530,500,530.0,600,0 days 01:00:00.000000000,0 days 01:05:00.000000000,0 days 01:30:00.000000000
8317,845,850,1069.047619047619,1300,0 days 01:40:00.000000000,0 days 01:58:34.285714285,0 days 03:10:00.000000000
8326,8629,6840,6840.0,6840,0 days 16:03:00.000000000,0 days 16:03:00.000000000,0 days 16:03:00.000000000
8398,485,600,600.0,600,0 days 00:50:00.000000000,0 days 00:50:00.000000000,0 days 00:50:00.000000000
8409,485,1550,3852.5,6160,0 days 03:10:00.000000000,0 days 09:56:45.000000000,0 days 19:57:00.000000000
8448,628,4150,4150.0,4150,0 days 05:30:00.000000000,0 days 05:30:00.000000000,0 days 05:30:00.000000000
8462,227,1550,3808.3333333333335,4770,0 days 02:50:00.000000000,0 days 14:33:10.000000000,1 days 10:27:00.000000000
8490,714,2990,5128.333333333333,11930,0 days 05:00:00.000000000,0 days 11:35:50.000000000,1 days 02:55:00.000000000
8494,184,4130,4442.0,5540,0 days 04:28:00.000000000,0 days 04:59:24.000000000,0 days 05:28:00.000000000
8494,628,850,1259.142857142857,2690,0 days 01:10:00.000000000,0 days 01:57:34.285714285,0 days 02:40:00.000000000
8531,705,3240,3680.0,4900,0 days 06:45:00.000000000,0 days 12:30:00.000000000,0 days 18:19:00.000000000
8535,8626,400,1113.5294117647059,1230,0 days 00:40:00.000000000,0 days 01:37:03.529411764,0 days 03:50:00.000000000
8626,628,2400,5197.826086956522,10030,0 days 03:02:00.000000000,0 days 08:20:32.608695652,1 days 11:24:00.000000000
8626,809,4290,4485.0,4680,1 days 11:00:00.000000000,1 days 12:15:00.000000000,1 days 13:30:00.000000000
8629,126,5700,7864.444444444444,18990,0 days 05:44:00.000000000,0 days 08:44:57.777777777,0 days 13:41:00.000000000
8629,562,10990,13694.0,15530,0 days 05:39:00.000000000,0 days 08:07:24.000000000,0 days 11:45:00.000000000
8660,227,1200,1516.6666666666667,2050,0 days 01:50:00.000000000,0 days 02:28:12.307692307,0 days 03:50:00.000000000
8765,504,900,1020.0,1190,0 days 01:34:00.000000000,0 days 06:48:48.000000000,0 days 14:28:00.000000000
8810,227,1800,3136.3636363636365,3500,0 days 02:00:00.000000000,0 days 03:27:27.272727272,0 days 07:41:00.000000000
8810,628,850,933.3333333333334,1100,0 days 01:20:00.000000000,0 days 01:40:00.000000000,0 days 02:10:00.000000000
8810,857,400,1840.909090909091,4500,0 days 00:40:00.000000000,0 days 02:00:50.909090909,0 days 04:16:00.000000000
8861,562,3500,3500.0,3500,0 days 05:10:00.000000000,0 days 05:10:00.000000000,0 days 05:10:00.000000000
8861,697,2860,7660.8,10860,0 days 03:54:00.000000000,0 days 05:28:36.000000000,0 days 14:02:00.000000000
8861,809,3860,10020.377358490567,16160,0 days 04:07:00.000000000,0 days 06:03:05.660377358,0 days 15:45:00.000000000
8861,857,2860,3341.25,4160,0 days 03:36:00.000000000,0 days 05:54:15.000000000,0 days 11:13:00.000000000
8915,628,3600,3600.0,3600,0 days 05:00:00.000000000,0 days 05:00:00.000000000,0 days 05:00:00.000000000
8972,809,1450,1830.0,2800,0 days 02:00:00.000000000,0 days 07:53:00.000000000,0 days 22:50:00.000000000
8998,611,5220,5220.0,5220,0 days 06:03:00.000000000,0 days 06:03:00.000000000,0 days 06:03:00.000000000
8999,54,1500,1595.2380952380952,2000,0 days 00:47:00.000000000,0 days 01:52:48.571428571,0 days 05:02:00.000000000
9012,23,2300,2300.0,2300,0 days 03:30:00.000000000,0 days 03:30:00.000000000,0 days 03:30:00.000000000
9044,726,4780,6575.0,7980,0 days 15:15:00.000000000,0 days 17:10:00.000000000,0 days 21:50:00.000000000
9044,809,3790,5505.0,7880,0 days 14:25:00.000000000,0 days 15:40:50.000000000,0 days 17:15:00.000000000
9061,7179,2980,3033.3333333333335,3140,0 days 02:43:00.000000000,0 days 04:59:00.000000000,0 days 13:44:00.000000000
9077,542,2850,2850.0,2850,0 days 19:40:00.000000000,0 days 19:40:00.000000000,0 days 19:40:00.000000000
9077,628,1450,1820.0,3940,0 days 02:00:00.000000000,0 days 04:02:55.000000000,0 days 14:05:00.000000000
9077,1041,3330,4274.705882352941,7450,0 days 10:40:00.000000000,0 days 20:05:52.941176470,1 days 01:50:00.000000000
9077,8722,9100,9100.0,9100,0 days 20:25:00.000000000,0 days 20:25:00.000000000,0 days 20:25:00.000000000
9118,777,4650,6328.571428571428,14200,0 days 06:50:00.000000000,0 days 06:53:42.857142857,0 days 07:16:00.000000000
9123,843,1300,3147.0238095238096,3730,0 days 02:20:00.000000000,0 days 04:38:33.571428571,1 days 03:02:00.000000000
9126,23,2990,17220.0,22780,0 days 07:37:00.000000000,0 days 13:39:52.500000000,0 days 22:40:00.000000000
9126,737,3390,13898.333333333334,17980,0 days 08:54:00.000000000,0 days 17:29:50.000000000,1 days 03:19:00.000000000
9126,5687,2820,2967.5,3410,0 days 02:44:00.000000000,0 days 07:14:00.000000000,0 days 19:15:00.000000000
9141,562,2400,2866.6666666666665,3000,0 days 03:30:00.000000000,0 days 04:25:00.000000000,0 days 07:50:00.000000000
9148,9667,12900,12900.0,12900,1 days 02:00:00.000000000,1 days 02:00:00.000000000,1 days 02:00:00.000000000
9151,628,2500,4296.153846153846,6160,0 days 03:14:00.000000000,0 days 06:43:04.615384615,0 days 16:26:00.000000000
9166,85,3800,4285.714285714285,4750,0 days 06:00:00.000000000,0 days 06:25:42.857142857,0 days 06:50:00.000000000
9166,548,400,500.0,600,0 days 01:00:00.000000000,0 days 01:03:20.000000000,0 days 01:10:00.000000000
9170,6936,8250,8250.0,8250,0 days 10:30:00.000000000,0 days 10:30:00.000000000,0 days 10:30:00.000000000
9197,126,3060,5885.0,7670,0 days 03:10:00.000000000,0 days 11:40:30.000000000,1 days 13:44:00.000000000
9251,580,15070,18495.0,21920,0 days 09:53:00.000000000,0 days 10:29:00.000000000,0 days 11:05:00.000000000
9442,628,3500,5858.0,11950,0 days 02:37:00.000000000,0 days 06:23:15.840000000,1 days 05:59:00.000000000
9645,485,3600,6444.166666666667,11040,0 days 06:00:00.000000000,0 days 11:21:55.000000000,0 days 21:38:00.000000000
9666,542,2500,2750.0,3000,0 days 03:30:00.000000000,0 days 04:06:40.000000000,0 days 04:30:00.000000000
